Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
14114,Hardware,62,0,4,Yes,Explorer,6,2.21,100000,9
14115,Hardware,33,0,2,Yes,Analyst,2,1.2,50000,3
14118,Hardware,58,1,4,Yes,Diplomat,4,1.22,91400,7
14120,Hardware,50,0,2,Yes,Explorer,1,3.29,97000,6
14121,Hardware,65,0,1,Yes,Explorer,3,1.92,66000,9
14122,Hardware,64,0,2,Yes,Diplomat,1,3.79,99000,7
14123,Hardware,52,0,4,Yes,Diplomat,1,3.62,97000,7
14126,Hardware,60,0,2,Yes,Explorer,3,3.44,110000,9
14127,Hardware,44,0,6,Yes,Analyst,2,3.42,48000,6
14130,Hardware,62,0,3,No,Sentinel,0,3.96,45000,3
14132,Hardware,58,0,1,Yes,Explorer,2,1.8,113000,5
14135,Hardware,51,1,2,Yes,Explorer,1,2.06,60800,6
14138,Hardware,41,0,2,Yes,Analyst,4,1.68,74000,6
14139,Hardware,25,0,2,Yes,Sentinel,3,2.91,52000,4
14142,Hardware,25,0,1,Yes,Sentinel,2,2.88,42000,4
14146,Hardware,36,1,8,Yes,Analyst,1,1.17,47800,5
14148,Hardware,36,0,2,Yes,Explorer,3,1.95,65000,5
14156,Hardware,58,1,3,No,Diplomat,5,1.73,83400,8
14157,Hardware,63,0,2,Yes,Explorer,3,4,96000,8
14159,Hardware,38,0,2,No,Diplomat,1,4,77000,7
14160,Hardware,33,0,10,No,Analyst,0,2.19,37000,4
14162,Hardware,62,0,2,Yes,Analyst,1,2.99,71000,3
14163,Hardware,51,0,1,No,Analyst,2,4,73000,6
14164,Hardware,63,1,2,Yes,Diplomat,1,1.19,47400,5
14166,Hardware,41,1,1,Yes,Diplomat,1,1.84,50800,3
14167,Hardware,58,1,1,Yes,Diplomat,6,2.54,86400,9
14169,Hardware,37,0,2,No,Diplomat,2,2.41,71000,4
14170,Hardware,43,1,1,No,Diplomat,3,1.2,51400,5
14176,Hardware,45,0,9,Yes,Explorer,3,4,130000,8
14179,Hardware,39,0,2,No,Explorer,0,1.44,53000,3
14180,Hardware,53,1,1,Yes,Diplomat,3,3.17,103400,10
14181,Hardware,37,1,6,Yes,Analyst,1,3.99,61600,5
14185,Hardware,35,0,2,No,Diplomat,1,3.44,56000,5
14186,Hardware,36,0,1,Yes,Diplomat,0,2.4,78000,5
14187,Hardware,62,1,12,Yes,Sentinel,3,2.2,59600,7
14190,Hardware,55,0,1,Yes,Diplomat,4,2.76,115000,8
14191,Hardware,37,0,2,Yes,Diplomat,5,1.63,141000,8
14192,Hardware,50,1,4,Yes,Sentinel,2,4,71000,6
14193,Hardware,43,1,1,Yes,Analyst,2,3.5,43400,5
14195,Hardware,32,1,11,Yes,Diplomat,2,1.61,81600,8
14199,Hardware,40,0,7,Yes,Analyst,3,2.22,67000,6
14200,Hardware,41,0,2,Yes,Explorer,5,1.46,85000,10
14202,Hardware,34,1,1,Yes,Explorer,1,2.87,51200,6
14206,Hardware,36,0,1,Yes,Diplomat,1,2.4,61000,4
14209,Hardware,50,0,2,Yes,Diplomat,1,1.83,70000,6
14211,Hardware,32,0,2,Yes,Explorer,2,2.08,63000,4
14213,Hardware,34,0,2,No,Explorer,5,2.65,104000,7
14216,Hardware,26,0,2,Yes,Sentinel,0,1.27,37000,3
14218,Hardware,32,1,1,No,Diplomat,4,2.52,58600,7
14220,Hardware,52,0,2,Yes,Sentinel,4,3.02,106000,10
14221,Hardware,64,0,1,Yes,Explorer,4,4,126000,10
14222,Hardware,39,0,2,Yes,Explorer,6,3.46,123000,10
14224,Hardware,24,0,7,Yes,Sentinel,0,2.75,32000,6
14225,Hardware,43,1,4,Yes,Analyst,2,4,59400,5
14227,Hardware,60,1,2,Yes,Explorer,4,2.73,74000,9
14231,Hardware,47,0,2,Yes,Analyst,5,3.21,75000,5
14232,Hardware,52,0,3,No,Explorer,6,2.17,98000,7
14241,Hardware,28,0,1,Yes,Sentinel,5,3.84,67000,8
14242,Hardware,57,0,2,Yes,Diplomat,1,3.3,121000,6
14244,Hardware,37,0,4,Yes,Analyst,5,2.77,45000,4
14250,Hardware,56,0,4,No,Sentinel,1,2.18,49000,3
14254,Hardware,55,1,5,No,Explorer,1,2.81,58000,7
14256,Hardware,53,1,2,Yes,Explorer,2,1.38,52400,5
14257,Hardware,56,1,1,Yes,Diplomat,0,4,78800,5
14264,Hardware,35,1,7,Yes,Explorer,2,3.62,79000,10
14266,Hardware,51,0,2,Yes,Sentinel,6,1.5,69000,3
14269,Hardware,65,1,4,No,Explorer,1,2.43,55000,5
14272,Hardware,43,1,1,Yes,Sentinel,1,2.19,55400,4
14274,Hardware,30,0,2,Yes,Sentinel,2,3.13,54000,5
14275,Hardware,51,1,1,Yes,Analyst,3,1.19,44800,3
14276,Hardware,54,0,2,Yes,Explorer,4,4,120000,10
14277,Hardware,32,1,1,Yes,Diplomat,2,1.71,71600,5
14279,Hardware,62,0,1,No,Explorer,4,2.9,82000,9
14280,Hardware,49,1,11,No,Diplomat,1,3.59,60200,9
14281,Hardware,44,1,5,Yes,Sentinel,0,1.74,47200,3
14287,Hardware,59,0,4,Yes,Diplomat,2,4,99000,10
14288,Hardware,38,0,2,Yes,Diplomat,3,2.84,116000,7
14290,Hardware,64,0,1,Yes,Analyst,2,2.43,64000,3
14294,Hardware,41,1,2,Yes,Diplomat,2,4,83800,8
14297,Hardware,33,0,2,Yes,Diplomat,2,3.42,66000,8
14299,Hardware,58,1,3,Yes,Diplomat,5,3.73,111400,10
14300,Hardware,64,1,2,Yes,Diplomat,1,2.53,67200,7
14301,Hardware,46,0,2,No,Diplomat,2,4,96000,10
14305,Hardware,29,1,10,Yes,Explorer,1,1.14,45200,6
14308,Hardware,34,0,6,Yes,Explorer,4,3.32,67000,6
14310,Hardware,43,1,2,Yes,Diplomat,0,3.29,87400,7
14311,Hardware,63,0,9,Yes,Analyst,3,3.48,73000,10
14312,Hardware,27,0,1,No,Diplomat,4,2.56,61000,7
14314,Hardware,65,0,2,Yes,Diplomat,5,2.03,77000,5
14317,Hardware,57,0,5,Yes,Diplomat,1,1.59,66000,4
14318,Hardware,48,0,2,Yes,Diplomat,1,3.54,63000,6
14319,Hardware,61,0,2,Yes,Analyst,3,3.53,78000,6
14320,Hardware,35,0,1,Yes,Explorer,6,3.59,144000,9
14330,Hardware,33,0,9,Yes,Analyst,2,2.35,71000,6
14333,Hardware,44,1,1,Yes,Explorer,0,4,102200,7
14336,Hardware,49,1,1,Yes,Diplomat,0,1.65,39200,3
14339,Hardware,45,1,1,Yes,Analyst,3,2.39,52000,4
14341,Hardware,30,0,2,Yes,Explorer,1,3.55,72000,5
14343,Hardware,41,0,2,Yes,Diplomat,5,4,140000,9
14345,Hardware,34,0,4,No,Analyst,2,1.23,46000,5
14351,Hardware,57,0,2,No,Diplomat,5,4,121000,9
14352,Hardware,65,1,2,Yes,Analyst,1,3.46,56000,4
14353,Hardware,60,1,9,Yes,Explorer,2,3.95,76000,10
14354,Hardware,32,1,1,Yes,Diplomat,3,2.04,48600,6
14355,Hardware,25,1,1,Yes,Diplomat,5,2.13,60000,8
14358,Hardware,34,0,8,Yes,Explorer,1,3.64,85000,7
14361,Hardware,44,1,6,Yes,Explorer,2,3.17,81200,7
14364,Hardware,26,0,1,Yes,Explorer,2,3.79,79000,8
14365,Hardware,58,1,1,No,Diplomat,4,2.65,63400,9
14366,Hardware,45,1,1,Yes,Sentinel,3,2.89,46000,5
14367,Hardware,24,1,6,Yes,Diplomat,1,1.36,47200,7
14368,Hardware,31,1,2,Yes,Explorer,2,2.51,63800,9
14369,Hardware,59,1,3,Yes,Diplomat,5,2.77,69200,4
14370,Hardware,26,0,1,Yes,Diplomat,1,2.71,44000,5
14373,Hardware,45,0,2,Yes,Sentinel,4,1.21,47000,2
14377,Hardware,38,0,2,Yes,Diplomat,4,2.44,92000,10
14381,Hardware,41,0,7,No,Analyst,4,4,95000,8
14382,Hardware,56,0,1,Yes,Explorer,2,2.74,47000,4
14383,Hardware,40,1,1,Yes,Diplomat,1,4,71000,7
14385,Hardware,33,0,1,Yes,Diplomat,3,2.64,92000,9
14387,Hardware,45,0,2,Yes,Diplomat,1,2.4,76000,6
14389,Hardware,48,1,4,Yes,Diplomat,2,3.14,84400,9
14390,Hardware,61,1,1,No,Explorer,2,3.24,40800,4
14393,Hardware,57,1,2,Yes,Explorer,3,1.93,71600,4
14397,Hardware,32,0,2,Yes,Explorer,3,2.11,75000,8
14400,Hardware,55,0,2,No,Diplomat,2,3.84,94000,10
14403,Hardware,29,0,1,No,Analyst,5,3.38,69000,8
14404,Hardware,49,0,1,Yes,Explorer,3,3.27,127000,7
14405,Hardware,54,1,7,No,Diplomat,3,2.49,70200,6
14406,Hardware,61,1,8,Yes,Sentinel,3,1.24,49800,7
14407,Hardware,64,1,1,No,Sentinel,0,3.26,37200,3
14409,Hardware,42,0,2,Yes,Explorer,5,2.68,87000,9
14412,Hardware,45,1,1,Yes,Explorer,2,1.86,72000,5
14413,Hardware,58,1,2,Yes,Sentinel,3,1.55,61400,5
14415,Hardware,50,1,9,No,Explorer,2,2.9,86000,8
14419,Hardware,59,0,9,No,Sentinel,2,3.39,47000,5
14420,Hardware,52,0,2,Yes,Analyst,2,2.72,67000,4
14422,Hardware,50,0,1,Yes,Explorer,2,4,122000,7
14425,Hardware,46,1,2,No,Explorer,0,3.02,49800,3
14426,Hardware,44,0,2,Yes,Explorer,2,2.63,92000,8
14429,Hardware,26,0,1,Yes,Diplomat,2,1.31,48000,6
14431,Hardware,36,1,2,Yes,Analyst,0,1.16,51800,3
14434,Hardware,61,0,1,Yes,Sentinel,6,3.09,78000,4
14435,Hardware,37,0,1,Yes,Explorer,1,2.98,84000,7
14440,Hardware,27,1,8,Yes,Diplomat,1,4,64600,7
14442,Hardware,59,0,3,No,Diplomat,2,2.61,76000,9
14444,Hardware,37,1,1,No,Explorer,5,2.23,64600,5
14448,Hardware,30,0,9,Yes,Diplomat,4,2.11,79000,8
14449,Hardware,36,1,6,No,Analyst,2,2.51,70800,6
14450,Hardware,61,1,12,Yes,Diplomat,0,3.23,56800,8
14451,Hardware,46,1,1,Yes,Sentinel,2,4,57800,5
14452,Hardware,37,1,2,Yes,Sentinel,5,2.4,65600,5
14453,Hardware,27,0,8,Yes,Diplomat,6,1.38,61000,6
14455,Hardware,32,1,6,Yes,Explorer,2,4,81600,10
14456,Hardware,58,1,5,Yes,Explorer,3,2.8,77400,8
14457,Hardware,32,0,1,Yes,Explorer,5,1.37,74000,9
14459,Hardware,44,1,12,Yes,Sentinel,0,1.92,60200,6
14461,Hardware,47,0,1,Yes,Explorer,3,4,151000,7
14467,Hardware,40,1,2,No,Diplomat,3,2.52,58000,4
14473,Hardware,46,1,2,Yes,Diplomat,3,3.27,87800,7
14479,Hardware,40,0,2,Yes,Diplomat,2,2.9,52000,6
14480,Hardware,57,1,13,Yes,Explorer,1,2.12,63600,7
14485,Hardware,59,0,5,No,Diplomat,1,2.02,55000,3
14489,Hardware,61,1,9,Yes,Explorer,4,1.23,87800,6
14491,Hardware,65,1,11,Yes,Sentinel,2,2.49,55000,5
14492,Hardware,48,1,2,Yes,Explorer,4,2.47,57400,6
14495,Hardware,25,0,1,Yes,Explorer,2,3.84,57000,6
14498,Hardware,54,0,1,Yes,Explorer,1,2.91,83000,6
14499,Hardware,31,0,2,Yes,Explorer,3,2.58,85000,6
14505,Hardware,60,1,4,Yes,Diplomat,6,2.74,75000,7
14508,Hardware,55,1,7,Yes,Diplomat,3,1.53,72000,10
14510,Hardware,41,1,2,Yes,Explorer,1,2.04,62800,7
14511,Hardware,49,0,1,Yes,Sentinel,1,2.32,55000,3
14517,Hardware,40,1,1,Yes,Diplomat,5,2.34,78000,6
14519,Hardware,35,0,1,Yes,Explorer,0,4,89000,8
14524,Hardware,38,1,2,Yes,Diplomat,3,4,109400,10
14525,Hardware,39,1,2,Yes,Analyst,2,3.61,69200,7
14530,Hardware,28,0,1,Yes,Diplomat,2,1.94,58000,5
14533,Hardware,51,0,2,Yes,Diplomat,2,3.48,91000,9
14535,Hardware,25,0,4,No,Sentinel,0,3.4,33000,3
14536,Hardware,60,0,2,No,Analyst,4,3.5,83000,6
14537,Hardware,41,0,2,Yes,Analyst,5,2.03,87000,9
14541,Hardware,50,0,2,Yes,Diplomat,5,1.5,132000,9
14544,Hardware,62,0,7,Yes,Diplomat,1,3.98,82000,5
14546,Hardware,36,0,2,Yes,Diplomat,3,3.03,85000,6
14547,Hardware,60,0,2,Yes,Explorer,4,3.27,150000,10
14549,Hardware,36,1,1,Yes,Diplomat,6,2.57,83800,8
14552,Hardware,41,0,10,Yes,Diplomat,2,3.11,111000,8
14555,Hardware,57,0,6,Yes,Explorer,2,2.81,66000,6
14556,Hardware,32,0,1,Yes,Diplomat,0,2.23,46000,9
14561,Hardware,29,0,2,Yes,Explorer,1,2.12,59000,4
14562,Hardware,32,0,1,Yes,Explorer,2,3.1,56000,6
14563,Hardware,31,1,1,Yes,Explorer,2,4,72800,9
14567,Hardware,64,0,2,Yes,Diplomat,4,4,113000,9
14568,Hardware,33,0,1,Yes,Explorer,2,1.62,57000,7
14570,Hardware,35,1,1,Yes,Explorer,6,4,96000,9
14571,Hardware,50,0,11,Yes,Analyst,1,1.11,67000,4
14572,Hardware,28,0,2,Yes,Explorer,3,2.76,77000,9
14573,Hardware,45,0,1,No,Diplomat,3,2.41,83000,5
14574,Hardware,27,0,2,Yes,Explorer,1,2.74,64000,6
14575,Hardware,26,0,2,No,Diplomat,3,2.01,42000,5
14577,Hardware,50,1,1,Yes,Diplomat,1,1.27,48000,5
14584,Hardware,65,1,1,Yes,Diplomat,5,3.53,92000,8
14591,Hardware,29,1,2,No,Diplomat,2,3.53,49200,4
14595,Hardware,62,0,2,Yes,Diplomat,2,1.56,61000,5
14597,Hardware,59,0,1,Yes,Explorer,5,1.11,104000,9
14599,Hardware,33,0,2,Yes,Explorer,3,1.68,81000,7
14600,Hardware,63,0,4,Yes,Diplomat,0,1.45,54000,5
14601,Hardware,52,1,2,Yes,Sentinel,1,1.57,72600,2
14606,Hardware,61,0,7,Yes,Explorer,2,2.03,63000,8
14608,Hardware,38,0,2,No,Explorer,0,3.94,66000,5
14611,Hardware,26,0,7,Yes,Explorer,4,2.28,62000,9
14613,Hardware,49,0,11,Yes,Explorer,4,2.26,122000,9
14615,Hardware,53,0,2,No,Analyst,2,2.31,51000,3
14616,Hardware,48,0,1,Yes,Diplomat,4,2.11,91000,7
14618,Hardware,33,1,2,No,Diplomat,6,1.43,93400,9
14619,Hardware,59,1,10,Yes,Sentinel,4,2.17,60200,4
14620,Hardware,54,0,3,Yes,Explorer,6,2.51,137000,7
14622,Hardware,45,0,8,Yes,Diplomat,1,3.67,73000,10
14623,Hardware,57,0,3,Yes,Explorer,1,2.04,69000,6
14625,Hardware,51,1,2,Yes,Explorer,1,2.95,63800,6
14626,Hardware,31,1,7,Yes,Explorer,5,2.4,85800,8
14627,Hardware,56,0,2,Yes,Diplomat,1,3.3,74000,4
14629,Hardware,45,0,2,Yes,Analyst,2,2.19,52000,5
14630,Hardware,44,0,1,Yes,Diplomat,5,2.64,92000,10
14631,Hardware,29,0,12,No,Diplomat,3,1.95,65000,7
14637,Hardware,38,0,1,Yes,Analyst,4,2.72,71000,3
14643,Hardware,58,0,2,Yes,Explorer,5,4,124000,10
14644,Hardware,65,0,1,Yes,Explorer,3,3.73,104000,8
14645,Hardware,43,0,1,No,Explorer,1,3.42,43000,4
14646,Hardware,44,0,1,Yes,Diplomat,1,1.86,72000,5
14652,Hardware,65,0,2,No,Diplomat,2,3.58,59000,5
14653,Hardware,56,1,2,No,Analyst,0,3.02,39800,3
14657,Hardware,33,0,1,Yes,Diplomat,1,3.22,60000,9
14659,Hardware,30,1,1,No,Diplomat,0,1.94,50000,4
14661,Hardware,52,0,8,Yes,Explorer,1,3.01,83000,8
14662,Hardware,31,0,1,Yes,Explorer,2,1.55,67000,6
14663,Hardware,52,0,8,Yes,Sentinel,0,2.28,67000,4
14665,Hardware,29,0,1,Yes,Sentinel,4,3.07,76000,4
14666,Hardware,51,1,2,Yes,Diplomat,3,1.8,61800,5
14667,Hardware,27,1,1,Yes,Explorer,2,2.66,59600,10
14668,Hardware,55,0,3,No,Explorer,2,4,70000,10
14669,Hardware,27,0,2,Yes,Diplomat,1,3.65,64000,7
14671,Hardware,50,1,1,Yes,Diplomat,2,4,88000,9
14673,Hardware,40,0,9,Yes,Explorer,3,2.83,104000,9
14674,Hardware,60,1,2,Yes,Explorer,5,2.44,81000,8
14676,Hardware,39,0,1,Yes,Diplomat,2,2.91,86000,7
14680,Hardware,25,0,2,No,Explorer,1,2.4,46000,4
14683,Hardware,47,1,2,Yes,Sentinel,2,3.37,73600,6
14684,Hardware,30,1,2,Yes,Explorer,2,3.21,56000,9
14685,Hardware,57,0,1,Yes,Explorer,3,2.43,77000,6
14686,Hardware,50,0,1,Yes,Explorer,3,2.11,75000,8
14688,Hardware,55,0,2,Yes,Analyst,0,4,65000,4
14692,Hardware,40,1,1,No,Diplomat,0,2.28,54000,4
14701,Hardware,55,0,1,Yes,Analyst,5,3.81,97000,4
14709,Hardware,60,0,2,Yes,Explorer,5,3,124000,9
14710,Hardware,35,0,1,Yes,Explorer,3,2.02,61000,5
14711,Hardware,62,0,2,Yes,Explorer,2,2.17,54000,5
14713,Hardware,38,1,1,Yes,Diplomat,5,3.07,97400,9
14715,Hardware,48,0,2,Yes,Diplomat,1,1.26,70000,5
14718,Hardware,29,1,4,Yes,Sentinel,1,3.85,48200,2
14719,Hardware,65,0,2,Yes,Diplomat,1,2.66,78000,5
14720,Hardware,50,0,1,Yes,Explorer,2,3.17,95000,5
14729,Hardware,28,0,2,Yes,Diplomat,3,3.6,109000,9
14731,Hardware,62,0,2,Yes,Analyst,0,2.14,43000,3
14732,Hardware,45,0,1,Yes,Analyst,4,2.72,52000,6
14734,Hardware,27,1,1,Yes,Explorer,1,3.84,83600,4
14739,Hardware,46,0,9,Yes,Diplomat,2,1.27,83000,5
14741,Hardware,49,1,1,No,Explorer,4,1.83,70200,5
14742,Hardware,37,0,2,Yes,Explorer,0,2.92,57000,4
14747,Hardware,45,0,1,Yes,Explorer,1,3.13,55000,4
14748,Hardware,65,1,4,Yes,Explorer,1,3.38,73000,7
14750,Hardware,61,0,1,Yes,Explorer,1,1.7,76000,5
14751,Hardware,27,0,4,Yes,Explorer,4,2.68,54000,5
14753,Hardware,33,0,2,Yes,Analyst,2,2.98,74000,6
14757,Hardware,59,0,3,Yes,Explorer,3,2.04,102000,4
14759,Hardware,43,0,1,No,Explorer,4,2.02,111000,7
14761,Hardware,56,0,4,Yes,Explorer,1,2.28,55000,4
14764,Hardware,32,0,1,Yes,Diplomat,2,2.08,79000,4
14765,Hardware,25,0,2,Yes,Explorer,1,2.05,69000,5
14766,Hardware,41,1,1,Yes,Diplomat,4,3.54,106800,10
14767,Hardware,57,1,2,No,Explorer,2,2.96,67600,5
14768,Hardware,44,1,1,Yes,Diplomat,1,2.16,60200,7
14769,Hardware,48,0,1,Yes,Explorer,4,1.32,92000,6
14772,Hardware,63,0,1,Yes,Explorer,1,2.84,75000,6
14775,Hardware,25,0,2,Yes,Diplomat,2,4,71000,6
14776,Hardware,36,0,2,No,Explorer,5,4,117000,8
14777,Hardware,35,0,2,Yes,Diplomat,3,2.65,76000,8
14778,Hardware,43,0,2,No,Sentinel,4,3.81,77000,8
14779,Hardware,56,0,2,Yes,Diplomat,0,3.25,74000,6
14780,Hardware,50,0,1,Yes,Analyst,3,3.49,80000,4
14781,Hardware,32,0,5,Yes,Analyst,6,3.1,85000,7
14783,Hardware,48,1,2,No,Diplomat,4,3.77,103400,8
14784,Hardware,59,1,1,Yes,Explorer,1,3.93,91200,9
14788,Hardware,24,1,7,Yes,Diplomat,3,2.75,68200,8
14789,Hardware,43,1,1,Yes,Explorer,1,4,93400,9
14790,Hardware,40,1,12,No,Sentinel,1,2.5,63000,6
14793,Hardware,39,0,2,Yes,Diplomat,1,4,85000,7
14796,Hardware,30,1,1,Yes,Diplomat,4,2.95,58000,7
14798,Hardware,31,0,2,Yes,Explorer,4,2.35,92000,9
14799,Hardware,59,1,1,Yes,Explorer,0,2.48,59200,8
14806,Hardware,60,0,2,Yes,Sentinel,2,2.49,71000,3
14808,Hardware,62,1,2,Yes,Explorer,2,4,77600,8
14809,Hardware,27,0,1,Yes,Diplomat,0,3.31,55000,5
14811,Hardware,62,0,2,Yes,Diplomat,0,1.08,43000,2
14813,Hardware,33,0,6,No,Sentinel,3,3.29,68000,3
14814,Hardware,37,0,7,Yes,Sentinel,3,1.73,56000,6
14816,Hardware,50,1,10,Yes,Explorer,2,2.13,58000,9
14818,Hardware,38,1,1,Yes,Explorer,3,1.77,78400,6
14819,Hardware,39,0,6,Yes,Analyst,2,2.31,62000,4
14820,Hardware,65,0,2,No,Explorer,0,2.52,42000,3
14821,Hardware,60,0,2,Yes,Explorer,1,3.23,104000,4
14823,Hardware,44,0,2,No,Explorer,2,2.27,48000,4
14824,Hardware,57,1,9,No,Diplomat,3,2.81,58600,6
14831,Hardware,25,0,1,Yes,Diplomat,1,4,54000,6
14834,Hardware,26,0,2,No,Explorer,2,2.06,47000,6
14841,Hardware,53,0,2,No,Explorer,3,3.21,50000,9
14853,Hardware,48,1,1,Yes,Analyst,3,1.68,64400,4
14855,Hardware,41,0,1,Yes,Diplomat,1,2.36,53000,5
14856,Hardware,37,1,7,Yes,Analyst,2,1.64,65600,4
14858,Hardware,35,0,9,Yes,Explorer,3,1.78,91000,10
14859,Hardware,26,1,3,No,Diplomat,5,1.82,58800,10
14861,Hardware,35,0,4,Yes,Explorer,5,1.64,109000,10
14862,Hardware,56,0,2,Yes,Explorer,4,2.19,109000,8
14866,Hardware,59,1,2,Yes,Explorer,5,2.45,95200,10
14868,Hardware,42,1,2,Yes,Explorer,2,2.14,76600,5
14869,Hardware,56,0,11,Yes,Explorer,1,4,132000,10
14870,Hardware,48,0,2,Yes,Sentinel,5,3.06,89000,7
14871,Hardware,55,1,1,Yes,Diplomat,0,2.05,56000,4
14872,Hardware,61,0,1,Yes,Diplomat,4,1.26,82000,7
14881,Hardware,33,1,2,Yes,Diplomat,3,2.72,99400,9
14884,Hardware,55,1,2,Yes,Sentinel,4,3.17,77000,10
14889,Hardware,46,0,1,Yes,Explorer,2,1.34,78000,6
14890,Hardware,54,0,1,Yes,Diplomat,2,1.87,78000,6
14894,Hardware,63,0,2,Yes,Diplomat,0,1.68,57000,5
14895,Hardware,53,0,2,Yes,Diplomat,3,3.27,107000,6
14896,Hardware,51,1,1,Yes,Diplomat,3,4,97800,7
14900,Hardware,27,0,4,No,Diplomat,3,3.3,73000,10
14902,Hardware,35,0,2,Yes,Diplomat,3,3.21,87000,9
14903,Hardware,25,1,8,Yes,Explorer,4,3.79,86000,7
14905,Hardware,26,1,2,Yes,Diplomat,1,2.17,51800,5
14906,Hardware,52,0,2,Yes,Diplomat,2,3.34,87000,7
14911,Hardware,38,1,1,Yes,Diplomat,2,3.39,99400,7
14916,Hardware,47,0,1,Yes,Analyst,0,1.74,55000,3
14920,Hardware,60,0,2,Yes,Sentinel,3,1.97,70000,4
14922,Hardware,35,1,2,Yes,Diplomat,3,1.85,72000,7
14923,Hardware,32,1,3,Yes,Analyst,4,1.83,68600,6
14924,Hardware,33,0,1,Yes,Explorer,2,2.14,67000,4
14925,Hardware,26,1,1,Yes,Analyst,1,2.45,40800,4
14928,Hardware,42,0,2,Yes,Sentinel,2,3.34,52000,4
14929,Hardware,27,1,1,Yes,Diplomat,2,4,63600,10
14930,Hardware,31,0,2,Yes,Diplomat,3,2.26,57000,5
14932,Hardware,52,0,2,Yes,Explorer,1,1.34,61000,3
14935,Hardware,35,1,1,Yes,Diplomat,3,3.65,82000,7
14939,Hardware,54,0,10,Yes,Explorer,2,2.64,104000,8
14941,Hardware,28,0,2,Yes,Analyst,5,4,98000,6
14943,Hardware,39,0,2,Yes,Diplomat,1,2.56,72000,4
14945,Hardware,29,0,2,Yes,Analyst,3,3.96,55000,7
14946,Hardware,30,1,1,Yes,Diplomat,4,2.12,88000,9
14949,Hardware,36,0,3,Yes,Sentinel,5,2.38,78000,8
14952,Hardware,50,1,1,No,Diplomat,2,1.2,65000,4
14953,Hardware,39,1,2,Yes,Diplomat,2,3.38,74200,5
14954,Hardware,47,0,2,No,Explorer,2,2.58,74000,7
14955,Hardware,56,0,1,Yes,Analyst,3,2.15,73000,6
14963,Hardware,51,0,2,Yes,Sentinel,1,3.56,80000,4
14964,Hardware,34,0,1,Yes,Diplomat,3,3.95,83000,6
14965,Hardware,58,0,2,No,Explorer,2,1.11,62000,4
14967,Hardware,58,1,4,No,Diplomat,1,4,59400,6
14968,Hardware,63,1,2,Yes,Diplomat,1,2.93,65400,8
14975,Hardware,40,0,2,Yes,Diplomat,1,2.95,95000,5
14982,Hardware,32,0,2,No,Explorer,1,2.38,51000,4
14985,Hardware,25,0,1,Yes,Diplomat,6,3.51,88000,9
14988,Hardware,27,0,3,Yes,Sentinel,3,4,60000,3
14993,Hardware,29,1,2,Yes,Diplomat,1,3.46,66200,7
14994,Hardware,34,0,4,Yes,Explorer,1,1.33,67000,3
14996,Hardware,62,0,1,Yes,Explorer,1,2.8,89000,4
14999,Hardware,40,0,2,Yes,Explorer,2,1.92,78000,6
15001,Hardware,49,0,1,Yes,Explorer,3,2.08,62000,5
15005,Hardware,59,0,3,No,Explorer,2,3.82,62000,3
15011,Hardware,50,1,2,Yes,Analyst,4,2.2,51000,6
15016,Hardware,39,1,2,Yes,Explorer,1,3.04,65200,5
15017,Hardware,34,0,1,Yes,Explorer,1,4,81000,6
15020,Hardware,31,0,1,No,Diplomat,0,3.47,33000,2
15023,Hardware,45,0,1,Yes,Sentinel,1,2.78,100000,3
15024,Hardware,59,1,2,No,Sentinel,3,3.2,47200,6
15026,Hardware,43,0,2,Yes,Sentinel,0,1.81,49000,2
15027,Hardware,59,0,2,Yes,Diplomat,1,1.82,81000,4
15029,Hardware,38,1,2,Yes,Analyst,5,2.87,53400,6
15030,Hardware,31,1,12,Yes,Explorer,4,4,80800,9
15031,Hardware,36,0,1,No,Explorer,3,3.94,86000,10
15032,Hardware,61,0,10,No,Diplomat,3,4,96000,9
15034,Hardware,46,0,4,Yes,Diplomat,2,3.25,86000,5
15037,Hardware,24,0,2,No,Diplomat,4,1.51,51000,6
15041,Hardware,45,0,1,Yes,Explorer,2,1.57,104000,5
15042,Hardware,55,0,5,Yes,Diplomat,4,1.16,98000,8
15045,Hardware,35,0,1,No,Diplomat,4,2.54,82000,8
15051,Hardware,61,1,2,Yes,Diplomat,0,3.36,62800,6
15052,Hardware,64,1,3,Yes,Analyst,1,3,51200,4
15053,Hardware,49,0,2,Yes,Diplomat,2,3.14,82000,5
15054,Hardware,48,0,2,Yes,Diplomat,3,2.78,88000,10
15055,Hardware,42,1,1,Yes,Diplomat,1,1.83,59600,7
15058,Hardware,53,0,4,Yes,Sentinel,5,1.95,63000,5
15060,Hardware,56,1,1,No,Explorer,1,1.77,62800,5
15062,Hardware,33,1,1,No,Diplomat,1,1.81,45400,3
15063,Hardware,36,0,2,Yes,Explorer,2,3.92,96000,9
15066,Hardware,63,0,1,Yes,Explorer,4,2.7,104000,10
15067,Hardware,56,0,1,Yes,Diplomat,3,2.48,96000,8
15070,Hardware,58,1,13,No,Diplomat,1,2.4,57400,5
15071,Hardware,37,0,3,Yes,Analyst,5,4,103000,9
15073,Hardware,65,0,2,No,Explorer,3,2.21,62000,6
15080,Hardware,33,0,1,Yes,Diplomat,0,2.99,66000,4
15082,Hardware,38,1,2,Yes,Explorer,2,2.33,77400,9
